CSV Report,2023-08-16_RNA_melting_VS.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,500 mM MgCl2_260.00nm_90.0-21.0C,,500 mM MgCl2_260.00nm_21.0-90.0C,,500 mM MgCl2_260.00nm_90.0-21.0C_R1,,500 mM MgCl2_260.00nm_21.0-90.0C_R1,,100 mM MgCl2_260.00nm_90.0-21.0C,,100 mM MgCl2_260.00nm_21.0-90.0C,,100 mM MgCl2_260.00nm_90.0-21.0C_R1,,100 mM MgCl2_260.00nm_21.0-90.0C_R1,,50 mM MgCl2_260.00nm_90.0-21.0C,,50 mM MgCl2_260.00nm_21.0-90.0C,,50 mM MgCl2_260.00nm_90.0-21.0C_R1,,50 mM MgCl2_260.00nm_21.0-90.0C_R1,,10 mM MgCl2_260.00nm_90.0-21.0C,,10 mM MgCl2_260.00nm_21.0-90.0C,,10 mM MgCl2_260.00nm_90.0-21.0C_R1,,10 mM MgCl2_260.00nm_21.0-90.0C_R1,,500 mM MgCl2_400.00nm_90.0-21.0C,,500 mM MgCl2_400.00nm_21.0-90.0C,,500 mM MgCl2_400.00nm_90.0-21.0C_R1,,500 mM MgCl2_400.00nm_21.0-90.0C_R1,,100 mM MgCl2_400.00nm_90.0-21.0C,,100 mM MgCl2_400.00nm_21.0-90.0C,,100 mM MgCl2_400.00nm_90.0-21.0C_R1,,100 mM MgCl2_400.00nm_21.0-90.0C_R1,,50 mM MgCl2_400.00nm_90.0-21.0C,,50 mM MgCl2_400.00nm_21.0-90.0C,,50 mM MgCl2_400.00nm_90.0-21.0C_R1,,50 mM MgCl2_400.00nm_21.0-90.0C_R1,,10 mM MgCl2_400.00nm_90.0-21.0C,,10 mM MgCl2_400.00nm_21.0-90.0C,,10 mM MgCl2_400.00nm_90.0-21.0C_R1,,10 mM MgCl2_400.00nm_21.0-90.0C_R1,
,38,0.297435545685646,73,0.326948525914289,38,0.389699820128425,73,0.628225992731546,38,0.262594018135543,73,0.292536738476158,38,0.319718396476617,73,0.377215054574367,38,0.271432647027419,73,0.30328048099955,38,0.304852853600503,73,0.304068199269732,38,0.306802246840746,73,0.340809871200001,38,0.343364536320248,73,0.372628405187165,38,0.0303151963505337,73,0.0302474820786207,38,0.0376067780083373,73,0.242073780334163,38,0.00898291875943758,73,0.00903826119214882,38,0.00932327044591876,73,0.031985396754487,38,0.0123586377147569,73,0.0122950450104359,38,0.0124476715472166,73,0.0123405747811326,38,0.0282532403091397,73,0.0282609706024987,38,0.0282520136411638,73,0.028264083543216
,37,0.296971929144593,74,0.328418789337321,37,0.390443891568513,74,0.665188249644277,37,0.261911083078134,74,0.293817314416564,37,0.318814652266591,74,0.384056198909899,37,0.270952481756866,74,0.304394952517083,37,0.304006848645945,74,0.307304963573688,37,0.306120412812639,74,0.342632772841548,37,0.342226277273815,74,0.3777274487676,37,0.0302923030006789,74,0.0302282193272923,37,0.0390144512391786,74,0.273534365543089,37,0.00898732973668227,74,0.00903719020306978,37,0.00936185584310029,74,0.0375512344750554,37,0.0123500202174673,74,0.0122681655096803,37,0.0124586968089041,74,0.0123648806828748,37,0.0282327056760141,74,0.0282443371873301,37,0.0282747643474065,74,0.028258233575187
,36,0.296390063253857,75,0.330284660985526,36,0.391331344575917,75,0.707754567044037,36,0.261230095258529,75,0.295165668409586,36,0.317941892361688,75,0.392465942263087,36,0.270039837744272,75,0.306030939776752,36,0.303164090797831,75,0.310466978174238,36,0.305545134210117,75,0.34482003297986,36,0.341137208063093,75,0.380189343431045,36,0.0303004219917504,75,0.0302186463406027,36,0.0405257347559224,75,0.309501071721478,36,0.00899146546468573,75,0.00902858577298973,36,0.00941388598513243,75,0.0446005338801949,36,0.0123832196200416,75,0.0122703070846531,36,0.0124487112070318,75,0.0123348011487364,36,0.0282498073973194,75,0.0282239375776933,36,0.0282665776458781,75,0.0282077436311117
,35,0.295835050150918,76,0.332434585345164,35,0.392269618978911,76,0.757010602216954,35,0.260576303982344,76,0.29656618991073,35,0.317059400553439,76,0.402079174599292,35,0.269600352321312,76,0.307765731370643,35,0.302315201267691,76,0.31442738234483,35,0.304921008234365,76,0.346483430373923,35,0.340004032526844,76,0.382096933586262,35,0.0303079790638071,76,0.0302162388048418,35,0.0421376388568211,76,0.351114850410517,35,0.00899732231412622,76,0.009038542628112,35,0.00950511426088947,76,0.0530011087239807,35,0.0123997311909061,76,0.0122773825629804,35,0.0124563767371425,76,0.012312753173624,35,0.0282654885448705,76,0.0282431361978464,35,0.0282544684006599,76,0.0282187227438864
,34,0.295128468977579,77,0.334447973249811,34,0.393282272371004,77,0.817271891506019,34,0.259945990673707,77,0.298042672174869,34,0.316195669045953,77,0.414001163742711,34,0.269026501258938,77,0.309360113016563,34,0.301454041104829,77,0.317447893418844,34,0.3043169700283,77,0.347622899470619,34,0.338858734751366,77,0.383432467955242,34,0.0302720815357306,77,0.0302385901696593,34,0.0438620775144242,77,0.401863969786894,34,0.00898532178247002,77,0.00905327622316696,34,0.00959749556204284,77,0.0635317670818483,34,0.012384863230615,77,0.0122868084389041,34,0.0124767254655051,77,0.0123368126442062,34,0.028262182192855,77,0.0282659362099203,34,0.0282564801215219,77,0.0282477285491853
,33,0.294326034365173,78,0.336287337775153,33,0.394388389821933,78,0.887042431471147,33,0.259325295416344,78,0.299488756096337,33,0.315347983807096,78,0.428927788517718,33,0.268436697364012,78,0.311047320811179,33,0.300556328423186,78,0.320901232153797,33,0.303790850957651,78,0.349251312375455,33,0.337737360608428,78,0.384275829969954,33,0.0302660042492149,78,0.0302402273765436,33,0.0457579251887292,78,0.461130878181409,33,0.00898681617252453,78,0.00904279880515627,33,0.00973998838795971,78,0.0767710691270019,33,0.012395159665624,78,0.0123039552338644,33,0.0124961134708086,78,0.0123434095746145,33,0.0282641387703652,78,0.028262189003272,33,0.0282576627129963,78,0.0282554533452711
,32,0.293585158302362,79,0.338337606385385,32,0.395640452749568,79,0.97048575856147,32,0.2587360324128,79,0.300982343685265,32,0.314556401726993,79,0.447234539770394,32,0.267964637544514,79,0.312707330785738,32,0.29976556685013,79,0.323929064449051,32,0.303173129630364,79,0.351011286259985,32,0.336635163930835,79,0.385848699181304,32,0.030291011690768,79,0.0302126359847619,32,0.0476834367737987,79,0.532519010075768,32,0.00900921996803211,79,0.00904099794835685,32,0.00986348325016325,79,0.0938194200359782,32,0.0124070388508646,79,0.0123028711132502,32,0.0124812077993024,79,0.0123348738799493,32,0.0282950569523086,79,0.0282491806390347,32,0.0282508462270455,79,0.0282539408003609
,31,0.292872396651351,80,0.340132706545175,31,0.397010367112632,80,1.06384009087772,31,0.258156038354169,80,0.302509505029274,31,0.313732427913115,80,0.46990919741964,31,0.267504411155962,80,0.3142302425742,31,0.298956579127491,80,0.328299719768859,31,0.302522888119691,80,0.352904968401901,31,0.335566793053243,80,0.387183926431481,31,0.0303401520021589,80,0.0302262653757354,31,0.0497745218398429,80,0.612829650299041,31,0.00900915449307298,80,0.00904773347272652,31,0.0100837906932325,80,0.114263462443846,31,0.012432510182367,80,0.0123196658850284,31,0.0125017964946681,80,0.0123209026823638,31,0.0282916378806989,80,0.0282753580853249,31,0.0282461979581409,80,0.0282375949475869
,30,0.292188410773067,81,0.341909719977295,30,0.398364705073019,81,1.17987016157621,30,0.257595105872163,81,0.304082896340767,30,0.313026545952936,81,0.497896528473533,30,0.267086419629413,81,0.315898962542402,30,0.298117873142251,81,0.33309186694628,30,0.301984454900562,81,0.354829981903397,30,0.334541377471074,81,0.388344301238274,30,0.0303157313986881,81,0.03025272038559,30,0.0518239109711646,81,0.712435414648185,30,0.00899788321682983,81,0.00902298289336601,30,0.0103062089374556,81,0.139102853846854,30,0.0124677426297901,81,0.0123220255191648,30,0.0124761313539666,81,0.0123111981818185,30,0.028273380220144,81,0.0282910642167551,30,0.0282342665367368,81,0.0282323588192614
,29,0.291479313047243,82,0.343892828031395,29,0.399855203098146,82,1.31640832169738,29,0.25703787865869,82,0.305695626762587,29,0.312324322413181,82,0.531209160057949,29,0.266586499190627,82,0.31773546201413,29,0.297362810440584,82,0.335280056519153,29,0.301437799769467,82,0.356130309278014,29,0.333511251602865,82,0.389367379931313,29,0.0302786587824921,82,0.0302457761102275,29,0.0540411506392188,82,0.829532103625028,29,0.00899186301886591,82,0.00901483669735207,29,0.0105449975028009,82,0.16827965738547,29,0.0124674085394131,82,0.0123136175582712,29,0.0124892897136075,82,0.0123185835776938,29,0.0282692143721874,82,0.0282596583488566,29,0.0282385541132405,82,0.0282520058586059
,28,0.290783788590868,83,0.346106118083069,28,0.401486234537521,83,1.48913235601964,28,0.256464489305167,83,0.307493502781755,28,0.311620159329186,83,0.574500471984949,28,0.265946571093257,83,0.319789174012661,28,0.296576146124018,83,0.336917123503505,28,0.30085079168982,83,0.357382935715671,28,0.332572590680723,83,0.390906770739066,28,0.0302693043779544,83,0.0302151786502966,28,0.0563789791847582,83,0.97750445545427,28,0.00899062306796854,83,0.00901790913603117,28,0.0108199615822133,83,0.205322382038742,28,0.0124254307311277,83,0.0123105331813614,28,0.012484081959561,83,0.0123091146052135,28,0.0282558121755361,83,0.0282367814672098,28,0.0282545650675275,83,0.0282679038780834
,27,0.290205153350919,84,0.348174862027177,27,0.40275429006269,84,1.69394159621356,27,0.255978669878877,84,0.30941715379646,27,0.31118669535787,84,0.623848111130651,27,0.265471542670523,84,0.321581077187761,27,0.295893609198379,84,0.338698716407851,27,0.300406256933052,84,0.358682843504054,27,0.331626113464995,84,0.393326006731836,27,0.0302768201071391,84,0.0302360486010605,27,0.0583231611933816,84,1.15151442836024,27,0.00900357980668614,84,0.00901239532763837,27,0.0111432098203614,84,0.247401508008914,27,0.0124178026250248,84,0.0123542308044557,27,0.0125087766219201,84,0.012304823390139,27,0.0282554474514044,84,0.0282754819029781,27,0.028254516669527,84,0.0282550267556981
,26,0.289677971028853,85,0.350211780235544,26,0.404225904624932,85,1.95136684573018,26,0.25546474526467,85,0.31152860290101,26,0.310793287756195,85,0.690489533753074,26,0.265037499467343,85,0.32306301043228,26,0.295188531029191,85,0.340144191117851,26,0.299951766639802,85,0.359601234275446,26,0.330652574217666,85,0.396895401741266,26,0.0303054127222549,85,0.030242554136272,26,0.0604906623750522,85,1.36751031687668,26,0.00900105812670866,85,0.00900555586319405,26,0.0114709061897295,85,0.303426730961788,26,0.0124599256710619,85,0.0123620501691234,26,0.0125226339585138,85,0.0123392634611742,26,0.0282707371603781,85,0.0282785530460009,26,0.0282698603048985,85,0.028251231719167
,25,0.289094187228829,86,0.352394716239447,25,0.405794052373206,86,2.29694444537061,25,0.254943563258004,86,0.313571707203589,25,0.310242940749559,86,0.774684579395364,25,0.264572595507233,86,0.324472717119114,25,0.294435193877781,86,0.341603567409798,25,0.299433944944843,86,0.360394395048663,25,0.329717453084069,86,0.399246450126219,25,0.0302935743437215,86,0.030231189816397,25,0.0627578261840953,86,1.65652609555404,25,0.00897835418961346,86,0.00900997438345537,25,0.0118130495573322,86,0.374256829157944,25,0.0124856722903339,86,0.0123779161597815,25,0.0125147416696621,86,0.0123668130252273,25,0.028268968252932,86,0.0282571943725874,25,0.0282588075083096,86,0.0282809733171716
,24,0.288518317866204,87,0.3546689172013,24,0.407691039262945,87,2.70488654214228,24,0.254325454695943,87,0.315889761625598,24,0.309450842550266,87,0.883056709732689,24,0.264151590332232,87,0.326264873129056,24,0.293650136783896,87,0.343340934680548,24,0.298771272552175,87,0.360305691545287,24,0.328807660538742,87,0.400978563667428,24,0.0302638718556219,87,0.0302232187186112,24,0.0654030342648184,87,2.01823263331952,24,0.00894592219817373,87,0.0090044227367521,24,0.0122051360999347,87,0.466310873998165,24,0.0124841744698086,87,0.0123695694188723,24,0.0125073928627573,87,0.0123565353193852,24,0.0282523138406715,87,0.0282703300470352,24,0.0282488469834512,87,0.0282935876819994
,23,0.287905650854221,88,0.35707902248044,23,0.409497420173941,88,3.06929108122088,23,0.253680809513115,88,0.318584915890315,23,0.308833918625162,88,1.01921443998684,23,0.26364901197909,88,0.328273498420503,23,0.292886608723862,88,0.345379465114139,23,0.298309683904889,88,0.358822167617134,23,0.327962050523308,88,0.402655804394469,23,0.0302778832289166,88,0.0301973712062868,23,0.0679628968480848,88,2.4309356697027,23,0.00891170766949564,88,0.00900909027046211,23,0.0125994062151353,88,0.583507106377695,23,0.0125007343773367,88,0.0122961712353315,23,0.0124984989603874,88,0.0123572463289115,23,0.02827383532538,88,0.028278320844483,23,0.0282444670555784,88,0.0282747692796187
,22,0.287348223400292,89,0.359310975842681,22,0.411177397445059,89,3.26713542418121,22,0.253204713513468,89,0.321642627065697,22,0.308448176996708,89,1.19679827506429,22,0.26307277245503,89,0.330899312796937,22,0.292209266575886,89,0.347573041078,22,0.297936310141088,89,0.360335168139237,22,0.327120754586187,89,0.402978711811467,22,0.030282323027846,89,0.0302052810613953,22,0.0703171057243185,89,2.77993968954624,22,0.00890153292491186,89,0.00902285948781175,22,0.0130040621701061,89,0.736899972707989,22,0.0124691627540362,89,0.0122896858289964,22,0.0125331635850221,89,0.0123542555546465,22,0.0282656037794683,89,0.0282789241012172,22,0.0282572857045098,89,0.028259650331037
,21.2999992370605,0.286989758141333,89.6999969482422,0.361070171763608,21.2999992370605,0.412332991951764,89.6999969482422,3.34711946117088,21.2999992370605,0.252926123720136,89.6999969482422,0.323969005002602,21.2999992370605,0.308204991510795,89.6999969482422,1.36307427917364,21.2999992370605,0.262831100674527,89.6999969482422,0.332382525048683,21.2999992370605,0.291785685934942,89.6999969482422,0.348731710845985,21.2999992370605,0.297653645913578,89.6999969482422,0.362456650625638,21.2999992370605,0.326573574500654,89.6999969482422,0.402885290070828,21.2999992370605,0.0302589753595437,89.6999969482422,0.0302159769080501,21.2999992370605,0.0718713069138194,89.6999969482422,2.9154006316431,21.2999992370605,0.00888369534141525,89.6999969482422,0.00902089151551988,21.2999992370605,0.0132639025471425,89.6999969482422,0.879220434014546,21.2999992370605,0.0124644169880334,89.6999969482422,0.0122954666960698,21.2999992370605,0.0125166120830835,89.6999969482422,0.0123619477149063,21.2999992370605,0.0282552765698105,89.6999969482422,0.0282900066006754,21.2999992370605,0.0282527668404043,89.6999969482422,0.0282747199257605
