CSV Report,2023-11-10_RNA_melting_MgCl2_KCl.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,500 mM MgCl2_260.00nm_90.0-21.0C,,500 mM MgCl2_260.00nm_21.0-90.0C,,500 mM MgCl2_260.00nm_90.0-21.0C_R1,,500 mM MgCl2_260.00nm_21.0-90.0C_R1,,50 mM MgCl2_260.00nm_90.0-21.0C,,50 mM MgCl2_260.00nm_21.0-90.0C,,50 mM MgCl2_260.00nm_90.0-21.0C_R1,,50 mM MgCl2_260.00nm_21.0-90.0C_R1,,25 mM MgCl2_260.00nm_90.0-21.0C,,25 mM MgCl2_260.00nm_21.0-90.0C,,25 mM MgCl2_260.00nm_90.0-21.0C_R1,,25 mM MgCl2_260.00nm_21.0-90.0C_R1,,10 mM MgCl2_260.00nm_90.0-21.0C,,10 mM MgCl2_260.00nm_21.0-90.0C,,10 mM MgCl2_260.00nm_90.0-21.0C_R1,,10 mM MgCl2_260.00nm_21.0-90.0C_R1,,500 mM MgCl2_400.00nm_90.0-21.0C,,500 mM MgCl2_400.00nm_21.0-90.0C,,500 mM MgCl2_400.00nm_90.0-21.0C_R1,,500 mM MgCl2_400.00nm_21.0-90.0C_R1,,50 mM MgCl2_400.00nm_90.0-21.0C,,50 mM MgCl2_400.00nm_21.0-90.0C,,50 mM MgCl2_400.00nm_90.0-21.0C_R1,,50 mM MgCl2_400.00nm_21.0-90.0C_R1,,25 mM MgCl2_400.00nm_90.0-21.0C,,25 mM MgCl2_400.00nm_21.0-90.0C,,25 mM MgCl2_400.00nm_90.0-21.0C_R1,,25 mM MgCl2_400.00nm_21.0-90.0C_R1,,10 mM MgCl2_400.00nm_90.0-21.0C,,10 mM MgCl2_400.00nm_21.0-90.0C,,10 mM MgCl2_400.00nm_90.0-21.0C_R1,,10 mM MgCl2_400.00nm_21.0-90.0C_R1,
,39,0.312283006345114,72,0.346116605110323,39,0.346477700487247,72,0.373244133349004,39,0.26071501493847,72,0.299645050947146,39,0.283594351807544,72,0.316338351477562,39,0.261143478808348,72,0.301125486353565,39,0.281896976391325,72,0.322124801467957,39,0.312502074451723,72,0.353652204394533,39,0.328620164759364,72,0.370075973681428,39,0.0286844163041043,72,0.0290655149930816,39,0.0284661476175245,72,0.0286706523218601,39,0.00773346473458973,72,0.00730031454051857,39,0.00751588256725599,72,0.00696388898100943,39,0.00618931186189742,72,0.0061478160302715,39,0.00616526633499159,72,0.00609779478680763,39,0.0415553140244469,72,0.041555985030175,39,0.0416137065914806,72,0.0416526931416234
,38,0.311379387726485,73,0.347488594166627,38,0.345926875710918,73,0.374603576632627,38,0.259936200639356,73,0.301634249969138,38,0.282594734939979,73,0.317524904372824,38,0.260327878222602,73,0.303239921009268,38,0.281019047147258,73,0.324139739953489,38,0.311679242963476,73,0.355893835493305,38,0.327759805216775,73,0.372214887348008,38,0.0286842000201438,73,0.0290488117260263,38,0.0284648018014629,73,0.0286750211852556,38,0.00773961384080564,73,0.00731121944510629,38,0.00750056661860361,73,0.00689568761139183,38,0.00620756937644007,73,0.00612893805712054,38,0.00615612947205536,73,0.00609435752753385,38,0.0415574167140888,73,0.0415765370539029,38,0.0416369964556494,73,0.0416547270487153
,37,0.310545812758283,74,0.348991077512663,37,0.345248970075546,74,0.375982246980225,37,0.259115572800737,74,0.303727337620846,37,0.28153091536254,74,0.318955219546298,37,0.259607754219533,74,0.305436840220748,37,0.280103402847091,74,0.3262099164665,37,0.31092368165542,74,0.358168794776095,37,0.326930462921572,74,0.374431713484561,37,0.0287396830342603,74,0.0290532868149057,37,0.028454178957976,74,0.0286837040633227,37,0.0077648904098534,74,0.00730307673226388,37,0.00745690793499059,74,0.00690137779332935,37,0.006214661226004,74,0.00612445598081503,37,0.00614344863298479,74,0.00608903130499434,37,0.0415711069326466,74,0.0415784419528989,37,0.0416009936260052,74,0.0416561880825702
,36,0.309750596940429,75,0.350434799706182,36,0.344696982982679,75,0.377501776594506,36,0.258346864063868,75,0.306028000446191,36,0.280628022758644,75,0.320389053986456,36,0.258921845563665,75,0.307734780923308,36,0.279232881966181,75,0.328225744674535,36,0.310283681894263,75,0.360564421553274,36,0.32608392634838,75,0.376742782032492,36,0.0287458556222034,75,0.0290465454718269,36,0.0285232415880137,75,0.0286789362609613,36,0.0077824416480311,75,0.00729889278971029,36,0.00746415643294263,75,0.00686085893102266,36,0.00618311162350086,75,0.00614029920727954,36,0.00619320982605497,75,0.00608386651926451,36,0.0415641754506688,75,0.0415784062149345,36,0.0416349926500473,75,0.0416480716340507
,35,0.309049277544752,76,0.351701432391774,35,0.344068794806769,76,0.379068495716553,35,0.25760981910184,76,0.308372443364697,35,0.279685031237304,76,0.321796037722851,35,0.258178556201272,76,0.310578829531745,35,0.278271278844374,76,0.33034589174682,35,0.30958271187902,76,0.363104419763889,35,0.325257817013739,76,0.379018219983377,35,0.028748548747035,76,0.0289725794515076,35,0.0285370018602846,76,0.0286965453256281,35,0.00777098182802954,76,0.00728479322354691,35,0.00747687788926999,76,0.00679888041902976,35,0.00617456483831637,76,0.00613854140585271,35,0.0061866473493702,76,0.00608774399002376,35,0.0415408372616097,76,0.0415866194474539,35,0.04164176441914,76,0.0416593018049988
,34,0.30815379302697,77,0.353530214237338,34,0.343520638556593,77,0.380487419526006,34,0.256888217006091,77,0.310940582084089,34,0.278715465596829,77,0.323385537913323,34,0.257435189922523,77,0.31329117773679,34,0.277423970771602,77,0.33248456691087,34,0.308892443349097,77,0.365687186022316,34,0.324439416589838,77,0.381487310917354,34,0.0287616329486833,77,0.0289728190463393,34,0.0285416195567308,77,0.028654332460064,34,0.00775918304107556,77,0.00727087397702845,34,0.00745868682084464,77,0.00681432402307888,34,0.00619539098781169,77,0.00614779985008803,34,0.00619312314779964,77,0.00607795795249314,34,0.0415374389654384,77,0.0416036774144867,34,0.0416088298418269,77,0.0416830455609476
,33,0.307138940113598,78,0.355563489890503,33,0.342848014721645,78,0.381937271541308,33,0.256156548320601,78,0.313514743482963,33,0.277819971972696,78,0.325051568769921,33,0.25675451884617,78,0.315373990512347,33,0.276567074425465,78,0.33480702278244,33,0.308225978447029,78,0.368324497118696,33,0.323672017349468,78,0.383945140782017,33,0.0286904384732783,78,0.029033604639788,33,0.0285367676205183,78,0.0286464326767632,33,0.00777121016179863,78,0.00726451821452684,33,0.00746935713978654,78,0.00679690788221099,33,0.00619587307927435,78,0.00613395257370939,33,0.00618224492146037,78,0.00607613655470929,33,0.0415421597687499,78,0.0416148449052501,33,0.0416150929644591,78,0.0416843516973338
,32,0.306445588572189,79,0.357403337885935,32,0.342154530236873,79,0.383325329476726,32,0.255479518521628,79,0.315976799182171,32,0.276925833848984,79,0.326473728453348,32,0.256145683389922,79,0.318022036345445,32,0.275753732572314,79,0.337012953703828,32,0.307640842492624,79,0.37089411175713,32,0.32293169148882,79,0.386437083187707,32,0.0287606259725162,79,0.0290403442937063,32,0.028506625924986,79,0.0286356363192319,32,0.00778635744766376,79,0.00725026012480341,32,0.00744740658244114,79,0.00674959257781022,32,0.00618269828007043,79,0.00614960025241095,32,0.00616607056361936,79,0.00608454290449809,32,0.0415677991213458,79,0.0416219980934191,32,0.041631514997848,79,0.0416920445055029
,31,0.305692373794448,80,0.359365681551426,31,0.341525831887052,80,0.384571491529093,31,0.254873781371674,80,0.31834135826209,31,0.276077011009667,80,0.327938849806408,31,0.255512687642305,80,0.320535808362989,31,0.274995792141155,80,0.339281824224569,31,0.307055424674074,80,0.37347301622687,31,0.322217422958307,80,0.388899323686945,31,0.0287905949718313,80,0.0290049654285772,31,0.0285250713270695,80,0.0286826280012538,31,0.00781978540323739,80,0.00724742741460102,31,0.00746258909546449,80,0.00673686428819442,31,0.0061884902298905,80,0.00615337986466051,31,0.00622357337639011,80,0.00611229322583956,31,0.0415747039852586,80,0.0416215848725199,31,0.0416648995129529,80,0.0417062632675241
,30,0.304694192995239,81,0.36157098976844,30,0.340973450286594,81,0.385930734622082,30,0.254222058387701,81,0.32060440700868,30,0.275294448262988,81,0.32939604017801,30,0.254839783876465,81,0.322898958933287,30,0.274170770752617,81,0.341534395535487,30,0.306453424901431,81,0.375955183644507,30,0.32152809430777,81,0.391320502924047,30,0.028722154904968,81,0.0290288922424649,30,0.0285501737229749,81,0.0286917305539902,30,0.00782837879573525,81,0.0072458532119341,30,0.00746290880938123,81,0.00673489001409172,30,0.00619646250864206,81,0.00614216676529377,30,0.00622314145750138,81,0.00610637685930812,30,0.0415785704711475,81,0.0416315624130658,30,0.0416722204920077,81,0.0417183559132542
,29,0.303927755801842,82,0.363644156893311,29,0.340338060039117,82,0.387679645043559,29,0.2535819138244,82,0.323062688052008,29,0.274518421526899,82,0.330680976058828,29,0.254227074874479,82,0.325340845980108,29,0.273442816969685,82,0.343930655305257,29,0.305923043308305,82,0.378483451470499,29,0.320804001208496,82,0.393760326219839,29,0.02875594518152,82,0.0290241956455263,29,0.0285523227707577,82,0.0286759580034513,29,0.00781286579834539,82,0.0072334587057766,29,0.00749107732110464,82,0.00674383613224623,29,0.00619317457430174,82,0.00615368408021485,29,0.00622086627346163,82,0.00610168048117116,29,0.0415995397274824,82,0.041643279303655,29,0.0416794505469492,82,0.0417184972252532
,28,0.303216282593093,83,0.365928925308527,28,0.339616031806485,83,0.389657641750045,28,0.252976707791815,83,0.325332836897703,28,0.273631820162737,83,0.331287790831988,28,0.253702592135111,83,0.327695067137744,28,0.272635127006315,83,0.346243179987985,28,0.305409207639452,83,0.380953936936421,28,0.320184687465353,83,0.396112082332422,28,0.0287944750052783,83,0.0290119110981663,28,0.0285093729500066,83,0.0286883011752671,28,0.00782885825941229,83,0.00721651239464505,28,0.0074837225851114,83,0.00673754277105781,28,0.00621632721763581,83,0.00615897236404831,28,0.00618924733919778,83,0.00610027257934528,28,0.0416166030136534,83,0.0416521872177429,28,0.041694320985615,83,0.0417393906329546
,27,0.302496758031296,84,0.368771943466456,27,0.339252534953218,84,0.391587502030233,27,0.252466014501169,84,0.327700958084211,27,0.272988017302576,84,0.331431708897196,27,0.253227782414206,84,0.330252268796973,27,0.272058221360777,84,0.348615831416064,27,0.304967521630386,84,0.383396131430714,27,0.319569996826824,84,0.398603349734225,27,0.0287961724064655,84,0.0290033768950801,27,0.0285492257694015,84,0.0286929560438866,27,0.00785557065209232,84,0.00719861194505393,27,0.00747684470740349,84,0.00668278855420314,27,0.00623370058338055,84,0.00615302585722134,27,0.00618244640997606,84,0.00607981284919164,27,0.0416334127201306,84,0.0416482050330983,27,0.0416707159761021,84,0.041749150524297
,26,0.301798726768846,85,0.371465948636529,26,0.338713396872872,85,0.393562339298824,26,0.25193235394128,85,0.330218033899511,26,0.272259377964585,85,0.330901546869264,26,0.252693323822292,85,0.332898133118331,26,0.27138791562486,85,0.35109775500606,26,0.304480517552908,85,0.385835863949641,26,0.318948956152584,85,0.400988557919688,26,0.0287999623073762,85,0.0289489513179212,26,0.0285642471137222,85,0.0287168717991062,26,0.00785643203814976,85,0.0071904289362799,26,0.00748823673670788,85,0.00663007916535612,26,0.0062317712274156,85,0.00615289601469295,26,0.00620229861638331,85,0.00608037216126032,26,0.0416377236264446,85,0.0416563319602826,26,0.0416479168960603,85,0.0417412861353585
,25,0.301188015881604,86,0.373661342223046,25,0.338105249957709,86,0.395508575054367,25,0.251394729719463,86,0.332688961787074,25,0.271520809368887,86,0.333887412727684,25,0.252162118721073,86,0.335422554129115,25,0.270704319533092,86,0.353598206816675,25,0.304043006567402,86,0.388347642269984,25,0.318322232460028,86,0.403430904545327,25,0.0288441731436685,86,0.0289502629137081,25,0.0285816635584594,86,0.0287387098939427,25,0.00783828023000325,86,0.0071789462762906,25,0.0074881301808668,86,0.00657413206537254,25,0.00621608595597092,86,0.00618258255527017,25,0.00620928746902573,86,0.00611019901453956,25,0.0416394637052868,86,0.041680946944601,25,0.0416811746787949,86,0.0417636533302789
,24,0.300512455857754,87,0.376097949680639,24,0.337506270647928,87,0.397578875192087,24,0.250794144099983,87,0.335217146737396,24,0.270694342389668,87,0.336833590624411,24,0.251598573758354,87,0.337977294330714,24,0.269924025863905,87,0.356044622652371,24,0.303573796605744,87,0.390824351720782,24,0.317693928453705,87,0.405974022322179,24,0.0288529785250703,87,0.0290877296632401,24,0.0286241605516734,87,0.0287321900068998,24,0.00786720274020585,87,0.00717986833350808,24,0.00750009288934043,87,0.00657030437305907,24,0.00620997583625974,87,0.00622496659086287,24,0.0062077207008901,87,0.00612589784372469,24,0.0416717671075999,87,0.0417066801492695,24,0.0417065614093689,87,0.0417696630366467
,23,0.299779483291428,88,0.378500902924166,23,0.336902331515855,88,0.40010558061151,23,0.250223152844875,88,0.337739065591926,23,0.269980730837749,88,0.336543115647088,23,0.251125916681094,88,0.340518725807158,23,0.269158599115093,88,0.358569714855047,23,0.303146657254816,88,0.393323245092687,23,0.317121871270618,88,0.40851386218512,23,0.0288688308759599,88,0.0291295555366513,23,0.0286122726845968,88,0.0287217062509048,23,0.00787599967358505,88,0.0071931485355723,23,0.00751550124889352,88,0.00655407466518835,23,0.00623664872184783,88,0.00623208187252837,23,0.00621523987729132,88,0.00612057357570512,23,0.0417007317569293,88,0.0417319310709509,23,0.0417353851084308,88,0.0417835612365899
,22,0.29913356568909,89,0.380940628100888,22,0.336365019793838,89,0.402725745976782,22,0.249717252365347,89,0.340420300666265,22,0.26934402629299,89,0.339698978055685,22,0.250668818161538,89,0.343212340704917,22,0.268533741068087,89,0.361195155720707,22,0.302720132686436,89,0.395944289039795,22,0.316596037326879,89,0.411068792772189,22,0.0288897737744942,89,0.0290022599969187,22,0.0286000990860366,89,0.0287665748383927,22,0.00785669117497109,89,0.00720069899869599,22,0.00751161910319394,89,0.00654141311947261,22,0.00625580821932976,89,0.00621813334986515,22,0.00619824708042423,89,0.00614213314385022,22,0.0417332892133844,89,0.0417295127347114,22,0.0417631507275502,89,0.0418163002768653
,21.2999992370605,0.298663098470177,89.6999969482422,0.382622205652776,21.2999992370605,0.335961418612001,89.6999969482422,0.404566624636501,21.2999992370605,0.24942041791275,89.6999969482422,0.342220540748848,21.2999992370605,0.268917249301363,89.6999969482422,0.34200051838255,21.2999992370605,0.250383940165876,89.6999969482422,0.345006279114827,21.2999992370605,0.268151548799596,89.6999969482422,0.363111121388891,21.2999992370605,0.302462198640113,89.6999969482422,0.397707083493923,21.2999992370605,0.316275742499443,89.6999969482422,0.412944694984512,21.2999992370605,0.0288973174563755,89.6999969482422,0.0289639460178343,21.2999992370605,0.028624159292524,89.6999969482422,0.0288228092304606,21.2999992370605,0.00786384565232216,89.6999969482422,0.00719809059372606,21.2999992370605,0.00751414145748969,89.6999969482422,0.00656264777778324,21.2999992370605,0.00627367306839656,89.6999969482422,0.00621349002706837,21.2999992370605,0.00621331307164509,89.6999969482422,0.00617356798180294,21.2999992370605,0.0417526961935327,89.6999969482422,0.0417189920440152,21.2999992370605,0.0417908405596213,89.6999969482422,0.0418284801489769
