CSV Report,2023-11-20_RNA_melting_MgCl2_NaCl.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,500 mM MgCl2_260.00nm_90.0-21.0C,,500 mM MgCl2_260.00nm_21.0-90.0C,,500 mM MgCl2_260.00nm_90.0-21.0C_R1,,500 mM MgCl2_260.00nm_21.0-90.0C_R1,,100 mM MgCl2_260.00nm_90.0-21.0C,,100 mM MgCl2_260.00nm_21.0-90.0C,,100 mM MgCl2_260.00nm_90.0-21.0C_R1,,100 mM MgCl2_260.00nm_21.0-90.0C_R1,,25 mM MgCl2_260.00nm_90.0-21.0C,,25 mM MgCl2_260.00nm_21.0-90.0C,,25 mM MgCl2_260.00nm_90.0-21.0C_R1,,25 mM MgCl2_260.00nm_21.0-90.0C_R1,,10 mM MgCl2_260.00nm_90.0-21.0C,,10 mM MgCl2_260.00nm_21.0-90.0C,,10 mM MgCl2_260.00nm_90.0-21.0C_R1,,10 mM MgCl2_260.00nm_21.0-90.0C_R1,,500 mM MgCl2_400.00nm_90.0-21.0C,,500 mM MgCl2_400.00nm_21.0-90.0C,,500 mM MgCl2_400.00nm_90.0-21.0C_R1,,500 mM MgCl2_400.00nm_21.0-90.0C_R1,,100 mM MgCl2_400.00nm_90.0-21.0C,,100 mM MgCl2_400.00nm_21.0-90.0C,,100 mM MgCl2_400.00nm_90.0-21.0C_R1,,100 mM MgCl2_400.00nm_21.0-90.0C_R1,,25 mM MgCl2_400.00nm_90.0-21.0C,,25 mM MgCl2_400.00nm_21.0-90.0C,,25 mM MgCl2_400.00nm_90.0-21.0C_R1,,25 mM MgCl2_400.00nm_21.0-90.0C_R1,,10 mM MgCl2_400.00nm_90.0-21.0C,,10 mM MgCl2_400.00nm_21.0-90.0C,,10 mM MgCl2_400.00nm_90.0-21.0C_R1,,10 mM MgCl2_400.00nm_21.0-90.0C_R1,
,38,0.294728813647035,73,0.31885829039166,38,0.335130320526025,73,0.349809205188702,38,0.263192371584153,73,0.292935725667739,38,0.285705440335101,73,0.310029568784981,38,0.292301113989973,73,0.32330657920267,38,0.313015860136997,73,0.342334059365663,38,0.295867396508737,73,0.329731790343701,38,0.313531702874689,73,0.346643918043558,38,0.0243770131980759,73,0.0243797743131733,38,0.0240924566967747,73,0.0241252889047707,38,0.00802674134529259,73,0.00804364754903547,38,0.00805103327680066,73,0.00801781618655691,38,0.0217502953115124,73,0.0216458370379779,38,0.021593618389921,73,0.0214900302283347,38,0.0260296591717985,73,0.0260201923932264,38,0.0259000121999886,73,0.0258866625753059
,37,0.294041847131471,74,0.320054062188787,37,0.334682619904894,74,0.35052594761803,37,0.262468959603074,74,0.294170743735724,37,0.284884567967249,74,0.310763712498724,37,0.291653416049479,74,0.324714331739676,37,0.312236297971856,74,0.343434375821329,37,0.295220222489961,74,0.331441512147719,37,0.31281289942841,74,0.347987649335562,37,0.024344453980833,74,0.0243894438400125,37,0.0241005993067466,74,0.0241437645882991,37,0.0080194439457576,74,0.00804085683831236,37,0.00806388019739474,74,0.00800919870125451,37,0.0217458674656363,74,0.021636768958892,37,0.0216178582274976,74,0.0215067247524276,37,0.0260143266141273,74,0.0260314693616974,37,0.0259210039566019,74,0.0258987810110685
,36,0.293321767619952,75,0.32133641404433,36,0.334273002404034,75,0.351371067270048,36,0.261783408273289,75,0.295299968990541,36,0.284005098712903,75,0.311475884465934,36,0.291073043673048,75,0.326188289467159,36,0.311475416246185,75,0.344625446073281,36,0.294604339802094,75,0.333140048048939,36,0.312088116763653,75,0.349431839441609,36,0.024328784707056,75,0.0243955649813446,36,0.0240765897057544,75,0.0240753464083521,36,0.00802542149727133,75,0.00803540740935695,36,0.00803419740796734,75,0.00799150967933596,36,0.021793838086313,75,0.0216150594307775,36,0.021606371395658,75,0.0214626447785301,36,0.0260284255018672,75,0.0260248934737559,36,0.0258968490580527,75,0.0258668268195078
,35,0.292629544540942,76,0.322089511124494,35,0.333827693147213,76,0.352025814121564,35,0.261090740917732,76,0.29653224603833,35,0.283160051973642,76,0.312205890861165,35,0.290471666849663,76,0.327716931901482,35,0.310689661350235,76,0.345849266997555,35,0.294014706725228,76,0.334818489002237,35,0.311310548038904,76,0.351015088605178,35,0.0243003777360963,76,0.0243830047592773,35,0.0240440379634823,76,0.0240917313836847,35,0.0080200928205911,76,0.00803310764930354,35,0.00798896152757427,76,0.00799609670686777,35,0.0218144464323982,76,0.0216104486179339,35,0.0215896409649956,76,0.0214687655482242,35,0.026010940517938,76,0.0260090829553365,35,0.0258552122725802,76,0.0258817743191043
,34,0.291944032043071,77,0.323063942830441,34,0.333441494346814,77,0.352729533405642,34,0.260435749915385,77,0.297729629930737,34,0.282412008316944,77,0.313028781914194,34,0.289915324212941,77,0.329252740041295,34,0.310013018927912,77,0.347036680292462,34,0.293435202858749,77,0.336574155040601,34,0.310633486454889,77,0.352520437636463,34,0.0242581427754339,77,0.0243800271632483,34,0.0240543469533726,77,0.0241291322004591,34,0.00801331911610071,77,0.0080450966550677,34,0.00803673501222056,77,0.00801335466568921,34,0.0218174260323622,77,0.021615586093916,34,0.021613998044156,77,0.0215020297479631,34,0.0259829497847208,77,0.0260239246544623,34,0.0258903888411401,77,0.0259006392508771
,33,0.291336809282926,78,0.324130355099833,33,0.33308418880322,78,0.353536048864018,33,0.259791353392263,78,0.299109765523555,33,0.281624872628924,78,0.314995164260237,33,0.289382098188829,78,0.330883376544829,33,0.309382183283466,78,0.348256528063655,33,0.292881474051883,78,0.338330927947962,33,0.310005940391351,78,0.353993451432576,33,0.0243147690721319,78,0.0243966680630286,33,0.0240536551825708,78,0.0241467392378259,33,0.00801181890028491,78,0.00801389781314092,33,0.00804883174187169,78,0.0080410905904824,33,0.0218447302712209,78,0.0215804635657222,33,0.0216590893522811,78,0.0215309598164951,33,0.0259984003375613,78,0.0260031518066876,33,0.0258828740916575,78,0.0259124531897921
,32,0.290615984583873,79,0.325153935501448,32,0.33262867058471,79,0.35402920416295,32,0.25913924778636,79,0.30040640314688,32,0.280836504073111,79,0.316356265818347,32,0.288842348669563,79,0.332344708106268,32,0.308641427752881,79,0.349517572052466,32,0.292351108659418,79,0.339915693466895,32,0.309288974268915,79,0.355412664298116,32,0.0243113408723895,79,0.0243724753499923,32,0.0240738858452542,79,0.024144699536636,32,0.00803380898089536,79,0.00799444111258449,32,0.00803551183636147,79,0.0080268656127039,32,0.0218795241389234,79,0.0215606037117292,32,0.0217119806384337,79,0.0214972765014497,32,0.0260093790827251,79,0.0259911721857409,32,0.0259218741735683,79,0.0259052177948305
,31,0.289905921002504,80,0.326231477610896,31,0.33221857159589,80,0.354658284366104,31,0.258497328747527,80,0.301704499630559,31,0.280057358933143,80,0.315896339367154,31,0.288352971547599,80,0.33381680692653,31,0.308009136471418,80,0.350796384791826,31,0.291820872433999,80,0.341444104863634,31,0.308635796181759,80,0.356741242208043,31,0.0243117757886754,80,0.0243546873884826,31,0.0240878843334692,80,0.0241680671516653,31,0.00802750823278552,80,0.00802137747424034,31,0.00805660331659462,80,0.00800885103418722,31,0.0219470064241272,80,0.0215675500361225,31,0.0217320213744554,80,0.0215144351208922,31,0.0260321666771828,80,0.0259973341521855,31,0.0259075710685512,80,0.0259147436790451
,30,0.289239785113464,81,0.327262092815267,30,0.331801659499413,81,0.355325832407952,30,0.257923101741036,81,0.303046365153742,30,0.279427388027411,81,0.31687635942393,30,0.287894925036413,81,0.335235567193838,30,0.307361153476433,81,0.352054561051289,30,0.291324834657869,81,0.342876003251173,30,0.308011479214749,81,0.358116099506793,30,0.0243142254288441,81,0.0243594165932903,30,0.0240792420614754,81,0.0241619954472955,30,0.00800316237483921,81,0.00801734236493666,30,0.00804491143243374,81,0.00802699734329993,30,0.0219859845133869,81,0.0215462551588439,30,0.0217498605177136,81,0.0215248737118032,30,0.0260278173335461,81,0.0259884872085371,30,0.0259060459087924,81,0.0259266171171383
,29,0.288587076473973,82,0.328501945677777,29,0.331309798089851,82,0.356086830078941,29,0.257363096421847,82,0.304425456107687,29,0.278968379784707,82,0.31820414493162,29,0.287393517769045,82,0.336582775158805,29,0.306665091478974,82,0.353166839408064,29,0.290835569001781,82,0.344319453184065,29,0.307367461979932,82,0.359436188530781,29,0.0242812067695002,82,0.0243782300761365,29,0.0240950726069479,82,0.0241639230768203,29,0.00801599567882341,82,0.00801460723411489,29,0.00806325525907395,82,0.00804319908530424,29,0.02198240320118,82,0.0215478322387207,29,0.0218272164556484,82,0.0214890744734231,29,0.0260087341232509,82,0.026011448936285,29,0.0259264738720552,82,0.0259290403133496
,28,0.287921304030527,83,0.329857562972945,28,0.330853330816391,83,0.356900126793196,28,0.25673510383926,83,0.307660029396569,28,0.278502447011763,83,0.31966768562637,28,0.28689030206485,83,0.337846476688197,28,0.306019477851578,83,0.354335308177065,28,0.290336655280751,83,0.345689599992734,28,0.306734634033829,83,0.360709433054575,28,0.0242874662886311,83,0.0243851641020141,28,0.0240049168938041,83,0.024176005065144,28,0.00803043151244561,83,0.00800964621576573,28,0.00803528534604659,83,0.00802935525226639,28,0.022024687380288,83,0.0215619146708861,28,0.021768011894503,83,0.0215096061006465,28,0.0260238429854867,83,0.0260287478167396,28,0.0258679686273631,83,0.0259325512736145
,27,0.287297851603503,84,0.331038789538395,27,0.330413829961695,84,0.358069121575327,27,0.256224953634641,84,0.309727426030312,27,0.278037149592073,84,0.320456704688311,27,0.286532275772071,84,0.339075117323048,27,0.305449495566685,84,0.355484924982541,27,0.289955976829641,84,0.347056921658669,27,0.306191836095423,84,0.361931735290719,27,0.0243041054084382,84,0.0243679517648199,27,0.0240067347727148,84,0.0241588408737832,27,0.00803901438717819,84,0.00801162392807831,27,0.00802483473665318,84,0.00801102582536522,27,0.022071463798132,84,0.0215320086502081,27,0.0217953415137994,84,0.0214794472632896,27,0.0260390334383429,84,0.0260175663405164,27,0.025874531874483,84,0.025910366614666
,26,0.286784244006881,85,0.332327443102938,26,0.330016885533165,85,0.359363736291749,26,0.255722844576788,85,0.309280318129471,26,0.277371662176471,85,0.321270036422219,26,0.286136746056543,85,0.340356417808814,26,0.304887902947111,85,0.356645577364507,26,0.289504256411884,85,0.348362045372397,26,0.305604140468725,85,0.363291254731394,26,0.0243051984618923,85,0.0243631060523557,26,0.0240101176694165,85,0.0241708591506124,26,0.00802961154094418,85,0.00802883577532281,26,0.00801580546155819,85,0.00802212229826502,26,0.0221023863544675,85,0.0214990605100692,26,0.0218201895418977,85,0.021492077397621,26,0.0260237427980403,85,0.0260100747665711,26,0.0258705710420365,85,0.0259279800893623
,25,0.286102990910364,86,0.333552333027367,25,0.329592974754777,86,0.359943503746117,25,0.255185341406138,86,0.310654407605756,25,0.276782303996391,86,0.322115415213069,25,0.285692825997203,86,0.341553171242878,25,0.304351613819753,86,0.357766855578393,25,0.289042989108434,86,0.349542482508648,25,0.305019795197636,86,0.364439374820408,25,0.0242899820025953,86,0.024415286701508,25,0.0240323126519962,86,0.0242183601592087,25,0.00800687918361955,86,0.00802120915887508,25,0.0080301844307011,86,0.00804570712816674,25,0.0221572200206821,86,0.021525109333887,25,0.0218886474070644,86,0.0215212691415888,25,0.0260059272521696,86,0.0260213372422931,25,0.0259013104750624,86,0.0259499979549495
,24,0.2854422134758,87,0.334715772766712,24,0.329112311618801,87,0.360836434328267,24,0.254614931943927,87,0.311878873162578,24,0.276040964996579,87,0.322970236574194,24,0.285298215888428,87,0.342676915271872,24,0.303683536419937,87,0.358922676956179,24,0.28858284624757,87,0.35068599030224,24,0.304383484074904,87,0.365483681353684,24,0.0242628595449059,87,0.024419234396177,24,0.0240519221952624,87,0.0242056291071153,24,0.00803180710439612,87,0.00801046062576161,24,0.00805040665698522,87,0.00804991813187344,24,0.0222280708315842,87,0.0215337343644549,24,0.0219582702390208,87,0.0215021012758871,24,0.0260241579102787,87,0.0260228673191604,24,0.0259264737208788,87,0.0259289984737412
,23,0.284803010110125,88,0.336151917218725,23,0.32859311896545,88,0.361978189022014,23,0.254005292635188,88,0.313037349895815,23,0.275287217067321,88,0.32381753391753,23,0.284872137049282,88,0.343841715064397,23,0.303056846687681,88,0.359971193526546,23,0.288172842179832,88,0.351932763204525,23,0.303778719723645,88,0.36672339345271,23,0.0242639748798033,88,0.0244437657622873,23,0.0240272133693295,88,0.0241995800087443,23,0.0080316521770227,88,0.00801325619176297,23,0.00803673436059028,88,0.00802692515172734,23,0.0222585082122308,88,0.0215165878751767,23,0.0219709588910421,88,0.0214776598466144,23,0.0260277364042453,88,0.0260242675880593,23,0.0258890891721841,88,0.0259003485999217
,22,0.284227298972061,89,0.337772305557921,22,0.328156232463601,89,0.363186150664112,22,0.253509187593588,89,0.314088641975347,22,0.274780480474685,89,0.324662313270161,22,0.284531056071426,89,0.344976184849694,22,0.302563830686296,89,0.360981772924669,22,0.287789159876603,89,0.353134476339736,22,0.303268819585312,89,0.36786633466524,22,0.0242115633762517,89,0.0244475709888817,22,0.0240209449213973,89,0.0242124882038564,22,0.00800934132592255,89,0.00802952605961573,22,0.00802831033391741,89,0.00806176793503985,22,0.0222972512220235,89,0.0214865594938194,22,0.0220175177604745,89,0.0215007647377616,22,0.0260010237352029,89,0.026019618125235,22,0.0258903383205741,89,0.0259394487950079
,21.2999992370605,0.283847838252247,89.6999969482422,0.338944317098304,21.2999992370605,0.32785420476405,89.6999969482422,0.363865040187254,21.2999992370605,0.253191835132549,89.6999969482422,0.314808773941566,21.2999992370605,0.274360398328899,89.6999969482422,0.325366004953574,21.2999992370605,0.284317329902435,89.6999969482422,0.345761804389571,21.2999992370605,0.302229230382489,89.6999969482422,0.361719598948687,21.2999992370605,0.287524138854395,89.6999969482422,0.353878940389958,21.2999992370605,0.302957131586473,89.6999969482422,0.368669187140802,21.2999992370605,0.0242472584687895,89.6999969482422,0.0243977735631431,21.2999992370605,0.0240286347753325,89.6999969482422,0.0242589194932702,21.2999992370605,0.0079974564075114,89.6999969482422,0.0080553494365659,21.2999992370605,0.00802543274019598,89.6999969482422,0.00808938848996367,21.2999992370605,0.0223583682813813,89.6999969482422,0.0214583498006831,21.2999992370605,0.0220475313440806,89.6999969482422,0.0215343736981903,21.2999992370605,0.025995219305612,89.6999969482422,0.0260084218732449,21.2999992370605,0.0258955865932691,89.6999969482422,0.025968401399967
