	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm
774	7	1.66 mM KCl	260.0	90.0	21.0	2	Cooling	775	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
775	8	1.66 mM KCl	260.0	21.0	90.0	2	Heating	776	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
776	9	0.8 mM KCl	260.0	90.0	21.0	1	Cooling	777	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
777	10	0.8 mM KCl	260.0	21.0	90.0	1	Heating	778	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
778	11	0.8 mM KCl	260.0	90.0	21.0	2	Cooling	779	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
779	12	0.8 mM KCl	260.0	21.0	90.0	2	Heating	780	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
780	13	0.08 mM KCl	260.0	90.0	21.0	1	Cooling	781	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
781	14	0.08 mM KCl	260.0	21.0	90.0	1	Heating	782	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
782	15	0.08 mM KCl	260.0	90.0	21.0	2	Cooling	783	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
783	16	0.08 mM KCl	260.0	21.0	90.0	2	Heating	784	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
784	17	4.15 mM KCl	400.0	90.0	21.0	1	Cooling	785	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
785	18	4.15 mM KCl	400.0	21.0	90.0	1	Heating	786	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
786	19	4.15 mM KCl	400.0	90.0	21.0	2	Cooling	787	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
787	20	4.15 mM KCl	400.0	21.0	90.0	2	Heating	788	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
788	21	1.66 mM KCl	400.0	90.0	21.0	1	Cooling	789	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
789	22	1.66 mM KCl	400.0	21.0	90.0	1	Heating	790	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
790	23	1.66 mM KCl	400.0	90.0	21.0	2	Cooling	791	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
791	24	1.66 mM KCl	400.0	21.0	90.0	2	Heating	792	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
792	25	0.8 mM KCl	400.0	90.0	21.0	1	Cooling	793	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
793	26	0.8 mM KCl	400.0	21.0	90.0	1	Heating	794	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
794	27	0.8 mM KCl	400.0	90.0	21.0	2	Cooling	795	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
795	28	0.8 mM KCl	400.0	21.0	90.0	2	Heating	796	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
796	29	0.08 mM KCl	400.0	90.0	21.0	1	Cooling	797	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
797	30	0.08 mM KCl	400.0	21.0	90.0	1	Heating	798	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
798	31	0.08 mM KCl	400.0	90.0	21.0	2	Cooling	799	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
799	32	0.08 mM KCl	400.0	21.0	90.0	2	Heating	800	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
800	1	26 mM KCl	260.0	90.0	21.0	1	Cooling	801	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
801	2	26 mM KCl	260.0	21.0	90.0	1	Heating	802	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
802	3	26 mM KCl	260.0	90.0	21.0	2	Cooling	803	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
803	4	26 mM KCl	260.0	21.0	90.0	2	Heating	804	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
804	5	21 mM KCl	260.0	90.0	21.0	1	Cooling	805	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
805	6	21 mM KCl	260.0	21.0	90.0	1	Heating	806	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
806	7	21 mM KCl	260.0	90.0	21.0	2	Cooling	807	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
807	8	21 mM KCl	260.0	21.0	90.0	2	Heating	808	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
808	9	17 mM KCl	260.0	90.0	21.0	1	Cooling	809	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
809	10	17 mM KCl	260.0	21.0	90.0	1	Heating	810	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
810	11	17 mM KCl	260.0	90.0	21.0	2	Cooling	811	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
811	12	17 mM KCl	260.0	21.0	90.0	2	Heating	812	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
812	13	8.3 mM KCl	260.0	90.0	21.0	1	Cooling	813	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
813	14	8.3 mM KCl	260.0	21.0	90.0	1	Heating	814	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
814	15	8.3 mM KCl	260.0	90.0	21.0	2	Cooling	815	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
815	16	8.3 mM KCl	260.0	21.0	90.0	2	Heating	816	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
816	17	26 mM KCl	400.0	90.0	21.0	1	Cooling	817	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
817	18	26 mM KCl	400.0	21.0	90.0	1	Heating	818	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
818	19	26 mM KCl	400.0	90.0	21.0	2	Cooling	819	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
819	20	26 mM KCl	400.0	21.0	90.0	2	Heating	820	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	26.0	mM																	
820	21	21 mM KCl	400.0	90.0	21.0	1	Cooling	821	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
821	22	21 mM KCl	400.0	21.0	90.0	1	Heating	822	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
822	23	21 mM KCl	400.0	90.0	21.0	2	Cooling	823	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
823	24	21 mM KCl	400.0	21.0	90.0	2	Heating	824	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	21.0	mM																	
824	25	17 mM KCl	400.0	90.0	21.0	1	Cooling	825	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
825	26	17 mM KCl	400.0	21.0	90.0	1	Heating	826	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
826	27	17 mM KCl	400.0	90.0	21.0	2	Cooling	827	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
827	28	17 mM KCl	400.0	21.0	90.0	2	Heating	828	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	17.0	mM																	
828	29	8.3 mM KCl	400.0	90.0	21.0	1	Cooling	829	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
829	30	8.3 mM KCl	400.0	21.0	90.0	1	Heating	830	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
830	31	8.3 mM KCl	400.0	90.0	21.0	2	Cooling	831	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
831	32	8.3 mM KCl	400.0	21.0	90.0	2	Heating	832	2024-01-25_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	8.3	mM																	
832	1	516 mM KCl	260.0	90.0	21.0	1	Cooling	833	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
833	2	516 mM KCl	260.0	21.0	90.0	1	Heating	834	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
834	3	516 mM KCl	260.0	90.0	21.0	2	Cooling	835	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
835	4	516 mM KCl	260.0	21.0	90.0	2	Heating	836	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
836	5	116 mM KCl	260.0	90.0	21.0	1	Cooling	837	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
837	6	116 mM KCl	260.0	21.0	90.0	1	Heating	838	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
838	7	116 mM KCl	260.0	90.0	21.0	2	Cooling	839	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
839	8	116 mM KCl	260.0	21.0	90.0	2	Heating	840	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
840	9	66 mM KCl	260.0	90.0	21.0	1	Cooling	841	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
841	10	66 mM KCl	260.0	21.0	90.0	1	Heating	842	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
842	11	66 mM KCl	260.0	90.0	21.0	2	Cooling	843	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
843	12	66 mM KCl	260.0	21.0	90.0	2	Heating	844	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
844	13	31 mM KCl	260.0	90.0	21.0	1	Cooling	845	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
845	14	31 mM KCl	260.0	21.0	90.0	1	Heating	846	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
846	15	31 mM KCl	260.0	90.0	21.0	2	Cooling	847	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
847	16	31 mM KCl	260.0	21.0	90.0	2	Heating	848	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
848	17	516 mM KCl	400.0	90.0	21.0	1	Cooling	849	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
849	18	516 mM KCl	400.0	21.0	90.0	1	Heating	850	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
850	19	516 mM KCl	400.0	90.0	21.0	2	Cooling	851	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
851	20	516 mM KCl	400.0	21.0	90.0	2	Heating	852	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	516.0	mM																	
852	21	116 mM KCl	400.0	90.0	21.0	1	Cooling	853	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
853	22	116 mM KCl	400.0	21.0	90.0	1	Heating	854	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
854	23	116 mM KCl	400.0	90.0	21.0	2	Cooling	855	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
855	24	116 mM KCl	400.0	21.0	90.0	2	Heating	856	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	116.0	mM																	
856	25	66 mM KCl	400.0	90.0	21.0	1	Cooling	857	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
857	26	66 mM KCl	400.0	21.0	90.0	1	Heating	858	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
858	27	66 mM KCl	400.0	90.0	21.0	2	Cooling	859	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
859	28	66 mM KCl	400.0	21.0	90.0	2	Heating	860	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	66.0	mM																	
860	29	31 mM KCl	400.0	90.0	21.0	1	Cooling	861	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
861	30	31 mM KCl	400.0	21.0	90.0	1	Heating	862	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
862	31	31 mM KCl	400.0	90.0	21.0	2	Cooling	863	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
863	32	31 mM KCl	400.0	21.0	90.0	2	Heating	864	2024-01-26_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	31.0	mM																	
864	1	4.15 mM NaCl	260.0	90.0	21.0	1	Cooling	865	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
865	2	4.15 mM NaCl	260.0	21.0	90.0	1	Heating	866	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
866	3	4.15 mM NaCl	260.0	90.0	21.0	2	Cooling	867	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
867	4	4.15 mM NaCl	260.0	21.0	90.0	2	Heating	868	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
868	5	1.66 mM NaCl	260.0	90.0	21.0	1	Cooling	869	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
869	6	1.66 mM NaCl	260.0	21.0	90.0	1	Heating	870	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
870	7	1.66 mM NaCl	260.0	90.0	21.0	2	Cooling	871	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
871	8	1.66 mM NaCl	260.0	21.0	90.0	2	Heating	872	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
872	9	0.8 mM NaCl	260.0	90.0	21.0	1	Cooling	873	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
873	10	0.8 mM NaCl	260.0	21.0	90.0	1	Heating	874	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
874	11	0.8 mM NaCl	260.0	90.0	21.0	2	Cooling	875	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
875	12	0.8 mM NaCl	260.0	21.0	90.0	2	Heating	876	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
876	13	0.08 mM NaCl	260.0	90.0	21.0	1	Cooling	877	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
877	14	0.08 mM NaCl	260.0	21.0	90.0	1	Heating	878	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
878	15	0.08 mM NaCl	260.0	90.0	21.0	2	Cooling	879	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
879	16	0.08 mM NaCl	260.0	21.0	90.0	2	Heating	880	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
880	17	4.15 mM NaCl	400.0	90.0	21.0	1	Cooling	881	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
881	18	4.15 mM NaCl	400.0	21.0	90.0	1	Heating	882	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
882	19	4.15 mM NaCl	400.0	90.0	21.0	2	Cooling	883	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
883	20	4.15 mM NaCl	400.0	21.0	90.0	2	Heating	884	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
884	21	1.66 mM NaCl	400.0	90.0	21.0	1	Cooling	885	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
885	22	1.66 mM NaCl	400.0	21.0	90.0	1	Heating	886	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
886	23	1.66 mM NaCl	400.0	90.0	21.0	2	Cooling	887	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
887	24	1.66 mM NaCl	400.0	21.0	90.0	2	Heating	888	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
888	25	0.8 mM NaCl	400.0	90.0	21.0	1	Cooling	889	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
889	26	0.8 mM NaCl	400.0	21.0	90.0	1	Heating	890	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
890	27	0.8 mM NaCl	400.0	90.0	21.0	2	Cooling	891	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
891	28	0.8 mM NaCl	400.0	21.0	90.0	2	Heating	892	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
892	29	0.08 mM NaCl	400.0	90.0	21.0	1	Cooling	893	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
893	30	0.08 mM NaCl	400.0	21.0	90.0	1	Heating	894	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
894	31	0.08 mM NaCl	400.0	90.0	21.0	2	Cooling	895	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
895	32	0.08 mM NaCl	400.0	21.0	90.0	2	Heating	896	2024-01-29_RNA_melting_NaCl_HEPES.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
896	1	26 mM NaCl	260.0	90.0	21.0	1	Cooling	897	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
897	2	26 mM NaCl	260.0	21.0	90.0	1	Heating	898	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
898	3	26 mM NaCl	260.0	90.0	21.0	2	Cooling	899	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
899	4	26 mM NaCl	260.0	21.0	90.0	2	Heating	900	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
900	5	21 mM NaCl	260.0	90.0	21.0	1	Cooling	901	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
901	6	21 mM NaCl	260.0	21.0	90.0	1	Heating	902	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
902	7	21 mM NaCl	260.0	90.0	21.0	2	Cooling	903	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
903	8	21 mM NaCl	260.0	21.0	90.0	2	Heating	904	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
904	9	17 mM NaCl	260.0	90.0	21.0	1	Cooling	905	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
905	10	17 mM NaCl	260.0	21.0	90.0	1	Heating	906	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
906	11	17 mM NaCl	260.0	90.0	21.0	2	Cooling	907	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
907	12	17 mM NaCl	260.0	21.0	90.0	2	Heating	908	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
908	13	8.3 mM NaCl	260.0	90.0	21.0	1	Cooling	909	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
909	14	8.3 mM NaCl	260.0	21.0	90.0	1	Heating	910	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
910	15	8.3 mM NaCl	260.0	90.0	21.0	2	Cooling	911	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
911	16	8.3 mM NaCl	260.0	21.0	90.0	2	Heating	912	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
912	17	26 mM NaCl	400.0	90.0	21.0	1	Cooling	913	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
913	18	26 mM NaCl	400.0	21.0	90.0	1	Heating	914	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
914	19	26 mM NaCl	400.0	90.0	21.0	2	Cooling	915	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
915	20	26 mM NaCl	400.0	21.0	90.0	2	Heating	916	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
916	21	21 mM NaCl	400.0	90.0	21.0	1	Cooling	917	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
917	22	21 mM NaCl	400.0	21.0	90.0	1	Heating	918	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
918	23	21 mM NaCl	400.0	90.0	21.0	2	Cooling	919	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
919	24	21 mM NaCl	400.0	21.0	90.0	2	Heating	920	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
920	25	17 mM NaCl	400.0	90.0	21.0	1	Cooling	921	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
921	26	17 mM NaCl	400.0	21.0	90.0	1	Heating	922	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
922	27	17 mM NaCl	400.0	90.0	21.0	2	Cooling	923	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
923	28	17 mM NaCl	400.0	21.0	90.0	2	Heating	924	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
924	29	8.3 mM NaCl	400.0	90.0	21.0	1	Cooling	925	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
925	30	8.3 mM NaCl	400.0	21.0	90.0	1	Heating	926	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
926	31	8.3 mM NaCl	400.0	90.0	21.0	2	Cooling	927	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
927	32	8.3 mM NaCl	400.0	21.0	90.0	2	Heating	928	2024-01-31_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
928	1	516 mM NaCl	260.0	90.0	21.0	1	Cooling	929	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
929	2	516 mM NaCl	260.0	21.0	90.0	1	Heating	930	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
930	3	516 mM NaCl	260.0	90.0	21.0	2	Cooling	931	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
931	4	516 mM NaCl	260.0	21.0	90.0	2	Heating	932	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
932	5	116 mM NaCl	260.0	90.0	21.0	1	Cooling	933	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
933	6	116 mM NaCl	260.0	21.0	90.0	1	Heating	934	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
934	7	116 mM NaCl	260.0	90.0	21.0	2	Cooling	935	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
935	8	116 mM NaCl	260.0	21.0	90.0	2	Heating	936	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
936	9	66 mM NaCl	260.0	90.0	21.0	1	Cooling	937	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
937	10	66 mM NaCl	260.0	21.0	90.0	1	Heating	938	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
