	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	Sample	bg in mM	[Buffer] in mM	Divalent Ion	Monovalent Ion	gi	file_name	Concentration	Concentration Unit	Ion	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
1128	9	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1129	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1129	10	50 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1130	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1130	11	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1131	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1131	12	50 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1132	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1132	13	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1133	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1133	14	25 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1134	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1134	15	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1135	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1135	16	25 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1136	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1136	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1137	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1137	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1138	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1138	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1139	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1139	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1140	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1140	21	100 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1141	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1141	22	100 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1142	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1142	23	100 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1143	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1143	24	100 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1144	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1144	25	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1145	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1145	26	50 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1146	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1146	27	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1147	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1147	28	50 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1148	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	50.0	mM	MgCl2																	
1148	29	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1149	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1149	30	25 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1150	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1150	31	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1151	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1151	32	25 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1152	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	25.0	mM	MgCl2																	
1152	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling						1153	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1153	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating						1154	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1154	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling						1155	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1155	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating						1156	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1156	5	0 mM NaCl	260.0	90.0	21.0	1	Cooling						1157	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1157	6	0 mM NaCl	260.0	21.0	90.0	1	Heating						1158	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1158	7	0 mM NaCl	260.0	90.0	21.0	2	Cooling						1159	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1159	8	0 mM NaCl	260.0	21.0	90.0	2	Heating						1160	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1160	9	0 mM NaCl_EDTA	260.0	90.0	21.0	1	Cooling						1161	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1161	10	0 mM NaCl_EDTA	260.0	21.0	90.0	1	Heating						1162	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1162	11	0 mM NaCl_EDTA	260.0	90.0	21.0	2	Cooling						1163	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1163	12	0 mM NaCl_EDTA	260.0	21.0	90.0	2	Heating						1164	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1164	13	0 mM KCl_EDTA	260.0	90.0	21.0	1	Cooling						1165	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1165	14	0 mM KCl_EDTA	260.0	21.0	90.0	1	Heating						1166	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1166	15	0 mM KCl_EDTA	260.0	90.0	21.0	2	Cooling						1167	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1167	16	0 mM KCl_EDTA	260.0	21.0	90.0	2	Heating						1168	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1168	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling						1169	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1169	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating						1170	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1170	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling						1171	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1171	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating						1172	2024-02-22_RNA_melting_only_HEPES.csv	500.0	mM	MgCl2																	
1172	21	0 mM NaCl	400.0	90.0	21.0	1	Cooling						1173	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1173	22	0 mM NaCl	400.0	21.0	90.0	1	Heating						1174	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1174	23	0 mM NaCl	400.0	90.0	21.0	2	Cooling						1175	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1175	24	0 mM NaCl	400.0	21.0	90.0	2	Heating						1176	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1176	25	0 mM NaCl_EDTA	400.0	90.0	21.0	1	Cooling						1177	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1177	26	0 mM NaCl_EDTA	400.0	21.0	90.0	1	Heating						1178	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1178	27	0 mM NaCl_EDTA	400.0	90.0	21.0	2	Cooling						1179	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1179	28	0 mM NaCl_EDTA	400.0	21.0	90.0	2	Heating						1180	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1180	29	0 mM KCl_EDTA	400.0	90.0	21.0	1	Cooling						1181	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1181	30	0 mM KCl_EDTA	400.0	21.0	90.0	1	Heating						1182	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1182	31	0 mM KCl_EDTA	400.0	90.0	21.0	2	Cooling						1183	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1183	32	0 mM KCl_EDTA	400.0	21.0	90.0	2	Heating						1184	2024-02-22_RNA_melting_only_HEPES.csv	0.0	mM																		
1184	1	50 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1185	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1185	2	50 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1186	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1186	3	50 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1187	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1187	4	50 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1188	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1188	5	25 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1189	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1189	6	25 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1190	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1190	7	25 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1191	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1191	8	25 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1192	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1192	9	10 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1193	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1193	10	10 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1194	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1194	11	10 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1195	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1195	12	10 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1196	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1196	13	5 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1197	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1197	14	5 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1198	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1198	15	5 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1199	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1199	16	5 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1200	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1200	17	50 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1201	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1201	18	50 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1202	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1202	19	50 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1203	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1203	20	50 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1204	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1204	21	25 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1205	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1205	22	25 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1206	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1206	23	25 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1207	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1207	24	25 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1208	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1208	25	10 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1209	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1209	26	10 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1210	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1210	27	10 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1211	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1211	28	10 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1212	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1212	29	5 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1213	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1213	30	5 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1214	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1214	31	5 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1215	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1215	32	5 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1216	2024-02-23_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
