CSV Report,2023-11-24_RNA_melting_CaCl2_KCl.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,500 mM CaCl2_260.00nm_90.0-21.0C,,500 mM CaCl2_260.00nm_21.0-90.0C,,500 mM CaCl2_260.00nm_90.0-21.0C_R1,,500 mM CaCl2_260.00nm_21.0-90.0C_R1,,100 mM CaCl2_260.00nm_90.0-21.0C,,100 mM CaCl2_260.00nm_21.0-90.0C,,100 mM CaCl2_260.00nm_90.0-21.0C_R1,,100 mM CaCl2_260.00nm_21.0-90.0C_R1,,50 mM CaCl2_260.00nm_90.0-21.0C,,50 mM CaCl2_260.00nm_21.0-90.0C,,50 mM CaCl2_260.00nm_90.0-21.0C_R1,,50 mM CaCl2_260.00nm_21.0-90.0C_R1,,25 mM CaCl2_260.00nm_90.0-21.0C,,25 mM CaCl2_260.00nm_21.0-90.0C,,25 mM CaCl2_260.00nm_90.0-21.0C_R1,,25 mM CaCl2_260.00nm_21.0-90.0C_R1,,500 mM CaCl2_400.00nm_90.0-21.0C,,500 mM CaCl2_400.00nm_21.0-90.0C,,500 mM CaCl2_400.00nm_90.0-21.0C_R1,,500 mM CaCl2_400.00nm_21.0-90.0C_R1,,100 mM CaCl2_400.00nm_90.0-21.0C,,100 mM CaCl2_400.00nm_21.0-90.0C,,100 mM CaCl2_400.00nm_90.0-21.0C_R1,,100 mM CaCl2_400.00nm_21.0-90.0C_R1,,50 mM CaCl2_400.00nm_90.0-21.0C,,50 mM CaCl2_400.00nm_21.0-90.0C,,50 mM CaCl2_400.00nm_90.0-21.0C_R1,,50 mM CaCl2_400.00nm_21.0-90.0C_R1,,25 mM CaCl2_400.00nm_90.0-21.0C,,25 mM CaCl2_400.00nm_21.0-90.0C,,25 mM CaCl2_400.00nm_90.0-21.0C_R1,,25 mM CaCl2_400.00nm_21.0-90.0C_R1,
,39,0.303081751955437,72,0.32176396466149,39,0.333846275873223,72,0.345758741209741,39,0.262178319788137,72,0.27787857554005,39,0.291797938049209,72,0.312227954633557,39,0.261894700288695,72,0.277352712566626,39,0.289798684733267,72,0.312001538706622,39,0.300562059013925,72,0.31598382249677,39,0.326254960545947,72,0.352000385785384,39,0.0251566536445685,72,0.0246919643762459,39,0.0244295490815448,72,0.0244081924147055,39,0.0175662370015714,72,0.0167142799740082,39,0.00735233769786508,72,0.00738531534899687,39,0.0215152358949119,72,0.0233171095075676,39,0.00962764102562945,72,0.00948895140867875,39,0.0472891690450064,72,0.0496597219664978,39,0.0370300184473101,72,0.0369463596974729
,38,0.302464781112779,73,0.322871906043052,38,0.333486889412715,73,0.346097062814001,38,0.26161754624098,73,0.280421402127756,38,0.291132381204149,73,0.313317327644235,38,0.261248582295942,73,0.278457236626546,38,0.289018834540988,73,0.312390214232988,38,0.299967261756719,73,0.31709666138458,38,0.325468803143187,73,0.352732873500536,38,0.0252044155187206,73,0.0246386935116615,38,0.0244105565744506,73,0.0243973666420752,38,0.0175342834403717,73,0.0168530331445565,38,0.00737342485237475,73,0.00737856693517872,38,0.0214539211068516,73,0.0228343192367096,38,0.00962380185186766,73,0.00942900271441088,38,0.0472618073887069,73,0.0495484755452969,38,0.0370154002673686,73,0.0369372167791744
,37,0.301859076666085,74,0.323974138594091,37,0.333110283478809,74,0.346485825030143,37,0.260827720547607,74,0.281783202276723,37,0.290487435898136,74,0.314357264212378,37,0.260671968727125,74,0.280092397232211,37,0.28828646236745,74,0.313480990934848,37,0.299385993234908,74,0.318118593698885,37,0.324739533382736,74,0.353690225629587,37,0.0251747149955963,74,0.0246262399874078,37,0.0243927042501047,74,0.024422623785386,37,0.0174851831216317,74,0.0158255003227705,37,0.00736769549610803,74,0.00736475167809855,37,0.021380579898499,74,0.0224714870427881,37,0.00961664715815311,74,0.00946621444599073,37,0.047206278819743,74,0.0492823434388619,37,0.0370108669007583,74,0.0369275750708617
,36,0.301305873917521,75,0.324752356266453,36,0.332740335856526,75,0.346845443628818,36,0.260110957109549,75,0.281849016706552,36,0.289841144347408,75,0.315408057475665,36,0.260104227581719,75,0.281616174761859,36,0.287391498517807,75,0.314531419099212,36,0.298865084928364,75,0.319462786657114,36,0.324051685436792,75,0.354728184066313,36,0.0251469294203695,75,0.0245990730032351,36,0.024396242980696,75,0.0244074240106187,36,0.0174062012047578,75,0.0149958254624554,36,0.00739213159843887,75,0.00732729402866411,36,0.0213315675112881,75,0.0221664045323742,36,0.00960152832720566,75,0.00951334579846121,36,0.0471557393831178,75,0.0488580772654306,36,0.0370322855586093,75,0.0369058182223748
,35,0.300673458327812,76,0.325683125081419,35,0.332360746084991,76,0.347172382096004,35,0.259524777992411,76,0.282946787699028,35,0.28934103263242,76,0.316102897158828,35,0.259470244865744,76,0.282976217132933,35,0.28671574208125,76,0.315249323360489,35,0.298236498986329,76,0.320773689137898,35,0.323213113061484,76,0.355808409723446,35,0.0251275303241465,76,0.0246178775794095,35,0.0243934892736048,76,0.024444028857501,35,0.0173647034688388,76,0.0142687597823552,35,0.00744800368103496,76,0.00737251706660548,35,0.0212784624325036,76,0.0216329758829263,35,0.00960892441972833,76,0.00952974831988394,35,0.0470561246003123,76,0.048400599803199,35,0.0370348717426126,76,0.0369203492325331
,34,0.300049351445822,77,0.32661471473645,34,0.331997745450383,77,0.347562761887355,34,0.258611169191832,77,0.284358432919706,34,0.288117321311295,77,0.317028755505577,34,0.258824999087366,77,0.284583550255924,34,0.285891126742791,77,0.31583728688098,34,0.297632114625795,77,0.322325675654964,34,0.322464557288371,77,0.35689297185283,34,0.0251132159483546,77,0.0246247040872248,34,0.0243995435700564,77,0.0244575618967208,34,0.0172712160934024,77,0.0136377669735349,34,0.00737750153247698,77,0.00740856509596242,34,0.0212125223174165,77,0.0209440204855859,34,0.00961518373036528,77,0.00945096880900334,34,0.0469343617034194,77,0.0480417343165338,34,0.037055558305968,77,0.0369007866173311
,33,0.299388178683858,78,0.327576731873859,33,0.331622849252274,78,0.347969883739339,33,0.257905565104679,78,0.282219360142036,33,0.287181146467866,78,0.318362743140697,33,0.258305518802501,78,0.286161839246233,33,0.285133570632961,78,0.316710357837889,33,0.297020233871279,78,0.324144391423068,33,0.321671757086073,78,0.358016046527057,33,0.0251546498460764,78,0.0246145070580639,33,0.0244213419125121,78,0.0244495492134587,33,0.0172281680794367,78,0.0124637263576437,33,0.00737188782349455,78,0.00736409660122463,33,0.0212224358384476,78,0.0202145028900644,33,0.00967534067824755,78,0.00944755324714098,33,0.0468858346495738,78,0.0475687840562152,33,0.0370591479243,78,0.036875056038757
,32,0.298722096909256,79,0.328969396396309,32,0.331247044236449,79,0.348352235709356,32,0.257805345943709,79,0.281937883513153,32,0.286475422956939,79,0.319725985190032,32,0.257660311659035,79,0.288362311654234,32,0.28449945993935,79,0.318069491231115,32,0.296452454296914,79,0.325830858549696,32,0.320903267802634,79,0.358931957077773,32,0.0251671009587739,79,0.0246229390560978,32,0.0244110738902405,79,0.0244389954816119,32,0.017330272759688,79,0.0117692544297605,32,0.00736540816901277,79,0.00735477257843992,32,0.0211626447134339,79,0.0195012000848495,32,0.00972392670242369,79,0.00947509901711451,32,0.0468559703902744,79,0.0468233150363534,32,0.0370736378504745,79,0.036865731650674
,31,0.298111920642627,80,0.330173613769615,31,0.330893206381101,80,0.348728338928143,31,0.257117745777361,80,0.28464664668352,31,0.285771399998424,80,0.320342438787578,31,0.25699726240164,80,0.290235101766984,31,0.283611880192582,80,0.319252719031102,31,0.295869346432811,80,0.327654647078634,31,0.320205832291862,80,0.359743586281888,31,0.0251634670627234,80,0.024640610527022,31,0.0243800707035094,80,0.0244397094374707,31,0.0172627288068621,80,0.0118909609141957,31,0.00736562859603648,80,0.00736367226967088,31,0.0211005984210201,80,0.01869678135707,31,0.00966712715924441,80,0.00946408914861416,31,0.0467956700338731,80,0.046067338099186,31,0.037048855286048,80,0.0368787845418656
,30,0.297519989376446,81,0.330900325251318,30,0.330496019940749,81,0.349140889592241,30,0.256476423642891,81,0.288111699055524,30,0.284942469037653,81,0.321138341445909,30,0.256454262776014,81,0.292025535844377,30,0.282592895438256,81,0.320333718464905,30,0.295358244281478,81,0.329725773293286,30,0.319348799038699,81,0.360645624327316,30,0.0251859952308487,81,0.024635274125995,30,0.0243943994552599,81,0.0244533088150834,30,0.0172499120731751,81,0.0111622756615264,30,0.00738292756544108,81,0.00737534714356042,30,0.0210614345425608,81,0.017850888410225,30,0.00963753421362591,81,0.00944499200815697,30,0.0467402740956619,81,0.0454470415645662,30,0.0370453034529183,81,0.0368555548627432
,29,0.296876277655174,82,0.33187887683766,29,0.330144786929064,82,0.349588341983954,29,0.255903497256995,82,0.288781759148085,29,0.283962676992338,82,0.322204630873591,29,0.255928987404348,82,0.293895008329595,29,0.281764473286694,82,0.321601316312285,29,0.294749842814788,82,0.331816771093752,29,0.318610171807894,82,0.361568285604911,29,0.025173410479606,82,0.0246000730405384,29,0.0244110192783633,82,0.024417991675209,29,0.0172405206970149,82,0.0100563999839113,29,0.00735544104868036,82,0.00738222598874717,29,0.0210399632960986,82,0.0169405882340609,29,0.00964655886110961,82,0.00946006603801783,29,0.0466547364587482,82,0.0447099921470994,29,0.0370758736711005,82,0.036805785548174
,28,0.296163638398517,83,0.332976497502321,28,0.329710323787635,83,0.350046314979603,28,0.25504521807032,83,0.288132115503888,28,0.283093844434141,83,0.323430819322958,28,0.255361238452823,83,0.295986569692327,28,0.280850147929438,83,0.322907330614437,28,0.29419359256621,83,0.333676407108569,28,0.317845468223047,83,0.362499708279976,28,0.0251664546710216,83,0.0245865240683491,28,0.0244031065316804,83,0.0244070053231205,28,0.0171332636241808,83,0.00964821066117355,28,0.00731974078805248,83,0.00739400693433185,28,0.0210152926343948,83,0.0160747307293354,28,0.009625321310356,83,0.00947355201219257,28,0.0465664711283245,83,0.0439223223137481,28,0.0370395169418997,83,0.0367989197659356
,27,0.295520599086533,84,0.333982937174219,27,0.329357883001937,84,0.350517691285143,27,0.254482290110454,84,0.292092322297764,27,0.28252558012002,84,0.324668076704725,27,0.25481613825016,84,0.298284279604725,27,0.28022565546102,84,0.323822941324829,27,0.293767539226085,84,0.335627103016894,27,0.317245383135326,84,0.363448949980921,27,0.0251279436150467,84,0.0246087452842371,27,0.0244063664051302,84,0.0244278680227347,27,0.0171421237499883,84,0.00982427160686287,27,0.00735333561712825,84,0.00742794482139985,27,0.0209590562284714,84,0.0152779907029001,27,0.00962900900373317,84,0.00943833815635966,27,0.0465395539043751,84,0.0430933260314546,27,0.0370718957110931,84,0.0368023407955092
,26,0.294919280899509,85,0.334801953003427,26,0.32900696714154,85,0.350961749445936,26,0.253994046035383,85,0.295895140831061,26,0.281714758390964,85,0.325436850373514,26,0.254369801243491,85,0.300695476598954,26,0.27956313357839,85,0.324307594113478,26,0.293306452569217,85,0.337709245523635,26,0.316526063814147,85,0.364551426373499,26,0.0251298902605757,85,0.024612293367481,26,0.0243814918505289,85,0.0244512172881026,26,0.0171772721837358,85,0.00965076956683645,26,0.00735008153623806,85,0.00735373683544796,26,0.0209439071068459,85,0.014301292705161,26,0.00961989423557304,85,0.00944107371879709,26,0.0465261572706848,85,0.0422750515527298,26,0.0370784501011307,85,0.0367709948522957
,25,0.294234538736544,86,0.335684781974875,25,0.328621525906171,86,0.351430693887623,25,0.253508224281867,86,0.295830217861781,25,0.280869169180389,86,0.326307424276023,25,0.253943479736285,86,0.302479200061168,25,0.27878757220165,86,0.325479703117458,25,0.292862417102104,86,0.339758890819368,25,0.315748713972994,86,0.36552577718897,25,0.0250969763814826,86,0.0246116212043627,25,0.0244008306480398,86,0.0244768377503083,25,0.0171588468959038,86,0.00869660194813605,25,0.00735283655641612,86,0.00734680643812411,25,0.0209306058016435,86,0.0135145878128781,25,0.00963666891053347,86,0.00951485032535555,25,0.0464867803813176,86,0.0414827559471831,25,0.0370887363136808,86,0.0367566700784061
,24,0.293590908287543,87,0.336572279983086,24,0.328166838465426,87,0.351956647786602,24,0.252856745968107,87,0.296280106184467,24,0.279964825023706,87,0.327291517366629,24,0.253310204524793,87,0.304162383577237,24,0.277970650663366,87,0.327003705700082,24,0.292220787947413,87,0.341786188206069,24,0.314852691717918,87,0.366964201688233,24,0.0251330293086648,87,0.024596540058537,24,0.0244037256859662,87,0.0244792762817724,24,0.0171209529349826,87,0.00981472929651576,24,0.00734797394831151,87,0.00737857469112794,24,0.020924601185241,87,0.0127732266725127,24,0.00967058950207336,87,0.00948991479135657,24,0.0464232224902746,87,0.0407731390140235,24,0.037067763140032,87,0.0367221096657155
,23,0.292908397396414,88,0.33738367519424,23,0.327712532486232,88,0.352510378936488,23,0.252161462751703,88,0.299194880195765,23,0.279126415700753,88,0.328421692789977,23,0.252685337631031,88,0.305907879913324,23,0.276940206650888,88,0.328733998692591,23,0.291701227989668,88,0.343812935287922,23,0.314174975941201,88,0.368281432512577,23,0.0251616857741387,88,0.0245901269495709,23,0.0243628794656721,88,0.0244513480123477,23,0.0171214507567706,88,0.0098707478750685,23,0.00733636288580246,88,0.007379498297554,23,0.0209124088217562,88,0.0121645009200473,23,0.00962649340099484,88,0.00947644445890898,23,0.0463908187824802,88,0.0401409929822504,23,0.0370737129311044,88,0.0366782738986754
,22,0.292231760538737,89,0.338300661211269,22,0.327268395376788,89,0.35293281621419,22,0.251722928599764,89,0.301041262875758,22,0.278525178650586,89,0.32953488815858,22,0.252085841911991,89,0.307576493949736,22,0.276236478841279,89,0.328887459942584,22,0.291339478217023,89,0.345726171278604,22,0.313522572758828,89,0.369029925851163,22,0.025127922181385,89,0.0245828190582555,22,0.0243489036032053,89,0.0244636478555431,22,0.0171145832941943,89,0.00785440330211751,22,0.0073605085801872,89,0.00738665290388957,22,0.0208017650601011,89,0.0116422465150686,22,0.00962481326582434,89,0.00949726091892873,22,0.0463427883852115,89,0.0395192762324337,22,0.037082877991747,89,0.0366972028058423
,21.2999992370605,0.291754605369671,89.6999969482422,0.338970230653568,21.2999992370605,0.32701535644318,89.6999969482422,0.353194465926426,21.2999992370605,0.251627916029006,89.6999969482422,0.302239573518878,21.2999992370605,0.278207724099213,89.6999969482422,0.330150670631458,21.2999992370605,0.251725415290859,89.6999969482422,0.308802315522424,21.2999992370605,0.276061681048397,89.6999969482422,0.329178669669644,21.2999992370605,0.291122296917403,89.6999969482422,0.347041437099942,21.2999992370605,0.313055797210862,89.6999969482422,0.369914939251964,21.2999992370605,0.0250990747907551,89.6999969482422,0.0245586202398191,21.2999992370605,0.024344101790956,89.6999969482422,0.0244291816479393,21.2999992370605,0.0171498081752284,89.6999969482422,0.00794761275887959,21.2999992370605,0.00736262043917846,89.6999969482422,0.00739729901130086,21.2999992370605,0.0207468709927996,89.6999969482422,0.0112825898936647,21.2999992370605,0.00968597520524569,89.6999969482422,0.0093886673807704,21.2999992370605,0.0463407867540199,89.6999969482422,0.0391370956165104,21.2999992370605,0.0370790681855961,89.6999969482422,0.03664588179809
